Train Number,Date,Distance,Weather,FestivalImpact,TimeOfDay,DelayMinutes
12306,2024-02-20,1517,Clear,None,Day,65
12306,2024-02-21,1517,Fog,None,Evening,89
12306,2024-02-22,1517,Storm,FestivalDay,Night,169
12306,2024-02-23,1517,Fog,FestivalEve,Day,115
12306,2024-02-24,1517,Fog,FestivalDay,Night,88
12306,2024-02-25,1517,Rain,FestivalDay,Day,104
12306,2024-02-26,1517,Clear,None,Evening,61
12306,2024-02-27,1517,Rain,FestivalEve,Day,116
12306,2024-02-28,1517,Clear,FestivalDay,Night,75
12306,2024-02-29,1517,Clear,None,Day,59
12306,2024-03-01,1517,Fog,FestivalDay,Day,86
12306,2024-03-02,1517,Rain,FestivalEve,Day,98
12306,2024-03-03,1517,Storm,FestivalDay,Night,120
12306,2024-03-04,1517,Fog,FestivalEve,Night,111
12306,2024-03-05,1517,Fog,FestivalEve,Day,120
12306,2024-03-06,1517,Rain,None,Evening,66
12306,2024-03-07,1517,Storm,FestivalEve,Night,126
12306,2024-03-08,1517,Fog,FestivalEve,Night,104
12306,2024-03-09,1517,Clear,FestivalDay,Day,60
12306,2024-03-10,1517,Clear,None,Evening,55
12306,2024-03-11,1517,Clear,None,Evening,66
12306,2024-03-12,1517,Clear,None,Morning,54
12306,2024-03-13,1517,Rain,FestivalEve,Day,101
12306,2024-03-14,1517,Fog,FestivalDay,Morning,113
12306,2024-03-15,1517,Clear,FestivalEve,Morning,99
12306,2024-03-16,1517,Fog,FestivalDay,Night,105
12306,2024-03-17,1517,Fog,None,Evening,75
12306,2024-03-18,1517,Clear,FestivalEve,Day,77
12306,2024-03-19,1517,Clear,FestivalDay,Morning,67
12306,2024-03-20,1517,Clear,FestivalEve,Day,85
12306,2024-03-21,1517,Storm,None,Evening,148
12306,2024-03-22,1517,Rain,FestivalDay,Morning,100
12306,2024-03-23,1517,Clear,None,Day,47
12306,2024-03-24,1517,Rain,FestivalDay,Day,95
12306,2024-03-25,1517,Storm,None,Morning,80
12306,2024-03-26,1517,Rain,None,Day,66
12306,2024-03-27,1517,Rain,None,Evening,82
12306,2024-03-28,1517,Rain,None,Night,68
12306,2024-03-29,1517,Fog,None,Day,77
12306,2024-03-30,1517,Clear,FestivalEve,Night,81
12306,2024-03-31,1517,Clear,None,Morning,59
12306,2024-04-01,1517,Storm,FestivalEve,Morning,136
12306,2024-04-02,1517,Storm,None,Day,116
12306,2024-04-03,1517,Rain,FestivalDay,Morning,64
12306,2024-04-04,1517,Storm,None,Night,125
12306,2024-04-05,1517,Rain,FestivalDay,Day,102
12306,2024-04-06,1517,Rain,None,Evening,68
12306,2024-04-07,1517,Clear,FestivalDay,Morning,66
12306,2024-04-08,1517,Clear,FestivalEve,Morning,47
12306,2024-04-09,1517,Fog,FestivalEve,Morning,141
12306,2024-04-10,1517,Storm,None,Day,138
12306,2024-04-11,1517,Fog,None,Morning,75
12306,2024-04-12,1517,Storm,FestivalDay,Day,138
12306,2024-04-13,1517,Fog,FestivalEve,Morning,110
12306,2024-04-14,1517,Clear,FestivalEve,Morning,56
12306,2024-04-15,1517,Clear,FestivalDay,Evening,84
12306,2024-04-16,1517,Fog,None,Morning,52
12306,2024-04-17,1517,Storm,FestivalDay,Night,146
12306,2024-04-18,1517,Rain,FestivalDay,Evening,104
12306,2024-04-19,1517,Fog,None,Evening,67
12306,2024-04-20,1517,Clear,None,Morning,59
12306,2024-04-21,1517,Clear,FestivalDay,Day,79
12306,2024-04-22,1517,Fog,FestivalDay,Day,100
12306,2024-04-23,1517,Fog,FestivalDay,Evening,90
12306,2024-04-24,1517,Storm,FestivalEve,Evening,181
12306,2024-04-25,1517,Clear,None,Day,63
12306,2024-04-26,1517,Storm,FestivalEve,Night,145
12306,2024-04-27,1517,Fog,None,Morning,76
12306,2024-04-28,1517,Clear,None,Night,43
12306,2024-04-29,1517,Storm,FestivalDay,Evening,158
12306,2024-04-30,1517,Clear,FestivalDay,Night,73
12306,2024-05-01,1517,Clear,FestivalEve,Evening,79
12306,2024-05-02,1517,Fog,FestivalDay,Evening,120
12306,2024-05-03,1517,Fog,FestivalEve,Day,131
12306,2024-05-04,1517,Rain,None,Day,50
12306,2024-05-05,1517,Storm,FestivalEve,Morning,112
12306,2024-05-06,1517,Rain,FestivalEve,Night,104
12306,2024-05-07,1517,Fog,None,Day,72
12306,2024-05-08,1517,Storm,FestivalEve,Night,168
12306,2024-05-09,1517,Clear,FestivalEve,Night,86
12306,2024-05-10,1517,Storm,FestivalEve,Night,171
12306,2024-05-11,1517,Clear,FestivalDay,Day,85
12306,2024-05-12,1517,Storm,None,Evening,129
12306,2024-05-13,1517,Clear,None,Evening,53
12306,2024-05-14,1517,Clear,FestivalDay,Day,59
12306,2024-05-15,1517,Storm,FestivalDay,Morning,116
12306,2024-05-16,1517,Fog,FestivalEve,Night,115
12306,2024-05-17,1517,Clear,FestivalDay,Night,56
12306,2024-05-18,1517,Storm,FestivalEve,Day,144
12306,2024-05-19,1517,Fog,FestivalEve,Day,103
12306,2024-05-20,1517,Rain,FestivalEve,Night,102
12306,2024-05-21,1517,Clear,FestivalEve,Morning,71
12306,2024-05-22,1517,Storm,FestivalEve,Morning,151
12306,2024-05-23,1517,Storm,FestivalDay,Day,129
12306,2024-05-24,1517,Storm,None,Morning,129
12306,2024-05-25,1517,Clear,FestivalEve,Evening,83
12306,2024-05-26,1517,Rain,FestivalDay,Day,81
12306,2024-05-27,1517,Rain,FestivalEve,Evening,96
12306,2024-05-28,1517,Storm,None,Night,80
12306,2024-05-29,1517,Storm,None,Morning,123
12306,2024-05-30,1517,Clear,None,Morning,56
12306,2024-05-31,1517,Fog,FestivalDay,Evening,124
12306,2024-06-01,1517,Rain,FestivalEve,Day,84
12306,2024-06-02,1517,Clear,None,Morning,30
12306,2024-06-03,1517,Fog,FestivalDay,Day,96
12306,2024-06-04,1517,Clear,FestivalDay,Day,68
12306,2024-06-05,1517,Rain,FestivalEve,Night,102
12306,2024-06-06,1517,Storm,FestivalDay,Night,163
12306,2024-06-07,1517,Storm,None,Morning,131
12306,2024-06-08,1517,Rain,FestivalEve,Morning,106
12306,2024-06-09,1517,Clear,FestivalEve,Morning,96
12306,2024-06-10,1517,Storm,None,Evening,121
12306,2024-06-11,1517,Clear,FestivalDay,Morning,77
12306,2024-06-12,1517,Rain,None,Morning,54
12306,2024-06-13,1517,Rain,FestivalDay,Morning,91
12306,2024-06-14,1517,Storm,None,Night,109
12306,2024-06-15,1517,Clear,FestivalEve,Day,65
12306,2024-06-16,1517,Clear,None,Morning,37
12306,2024-06-17,1517,Rain,FestivalDay,Evening,76
12306,2024-06-18,1517,Fog,None,Night,73
12306,2024-06-19,1517,Rain,FestivalDay,Day,93
12306,2024-06-20,1517,Clear,FestivalDay,Night,55
12306,2024-06-21,1517,Fog,FestivalEve,Evening,116
12306,2024-06-22,1517,Fog,FestivalEve,Morning,124
12306,2024-06-23,1517,Clear,None,Morning,31
12306,2024-06-24,1517,Clear,FestivalDay,Night,73
12306,2024-06-25,1517,Rain,FestivalEve,Morning,81
12306,2024-06-26,1517,Storm,None,Evening,120
12306,2024-06-27,1517,Clear,FestivalDay,Day,80
12306,2024-06-28,1517,Fog,FestivalEve,Morning,106
12306,2024-06-29,1517,Storm,FestivalDay,Night,118
12306,2024-06-30,1517,Storm,FestivalDay,Day,140
12306,2024-07-01,1517,Storm,FestivalEve,Night,151
12306,2024-07-02,1517,Rain,FestivalDay,Night,92
12306,2024-07-03,1517,Storm,FestivalEve,Evening,149
12306,2024-07-04,1517,Fog,FestivalDay,Evening,94
12306,2024-07-05,1517,Storm,FestivalDay,Night,149
12306,2024-07-06,1517,Storm,FestivalEve,Day,125
12306,2024-07-07,1517,Storm,FestivalDay,Evening,155
12306,2024-07-08,1517,Storm,None,Day,138
12306,2024-07-09,1517,Rain,FestivalDay,Day,80
12306,2024-07-10,1517,Clear,FestivalEve,Morning,69
12306,2024-07-11,1517,Clear,None,Morning,56
12306,2024-07-12,1517,Fog,FestivalEve,Day,88
12306,2024-07-13,1517,Storm,FestivalDay,Day,132
12306,2024-07-14,1517,Storm,None,Morning,119
12306,2024-07-15,1517,Rain,FestivalDay,Night,64
12306,2024-07-16,1517,Rain,FestivalEve,Night,74
12306,2024-07-17,1517,Storm,FestivalDay,Day,127
12306,2024-07-18,1517,Storm,None,Evening,88
12306,2024-07-19,1517,Clear,FestivalDay,Day,81
12306,2024-07-20,1517,Rain,None,Day,69
12306,2024-07-21,1517,Storm,FestivalDay,Evening,114
12306,2024-07-22,1517,Clear,FestivalEve,Evening,93
12306,2024-07-23,1517,Clear,FestivalEve,Evening,101
12306,2024-07-24,1517,Storm,FestivalEve,Morning,137
12306,2024-07-25,1517,Clear,None,Night,45
12306,2024-07-26,1517,Clear,None,Evening,40
12306,2024-07-27,1517,Storm,FestivalEve,Day,149
12306,2024-07-28,1517,Storm,FestivalEve,Day,146
12306,2024-07-29,1517,Fog,FestivalEve,Day,94
12306,2024-07-30,1517,Clear,None,Night,27
12306,2024-07-31,1517,Storm,FestivalDay,Night,112
12306,2024-08-01,1517,Storm,FestivalDay,Night,121
12306,2024-08-02,1517,Storm,FestivalEve,Night,180
12306,2024-08-03,1517,Storm,FestivalDay,Morning,129
12306,2024-08-04,1517,Rain,None,Night,59
12306,2024-08-05,1517,Rain,None,Morning,52
12306,2024-08-06,1517,Clear,FestivalDay,Day,91
12306,2024-08-07,1517,Rain,None,Night,59
12306,2024-08-08,1517,Clear,None,Evening,61
12306,2024-08-09,1517,Fog,FestivalEve,Evening,112
12306,2024-08-10,1517,Rain,None,Night,51
12306,2024-08-11,1517,Rain,None,Evening,68
12306,2024-08-12,1517,Clear,FestivalEve,Night,70
12306,2024-08-13,1517,Clear,FestivalEve,Evening,58
12306,2024-08-14,1517,Rain,FestivalDay,Night,102
12306,2024-08-15,1517,Fog,FestivalDay,Morning,96
12306,2024-08-16,1517,Fog,FestivalEve,Morning,121
12306,2024-08-17,1517,Rain,FestivalDay,Night,73
12306,2024-08-18,1517,Rain,FestivalEve,Day,94
12306,2024-08-19,1517,Clear,None,Evening,67
12306,2024-08-20,1517,Storm,FestivalEve,Day,170
12306,2024-08-21,1517,Fog,FestivalDay,Evening,125
12306,2024-08-22,1517,Storm,None,Morning,111
12306,2024-08-23,1517,Clear,None,Evening,72
12306,2024-08-24,1517,Clear,FestivalEve,Day,69
12306,2024-08-25,1517,Clear,None,Evening,62
12306,2024-08-26,1517,Storm,FestivalDay,Day,149
12306,2024-08-27,1517,Fog,None,Night,64
12306,2024-08-28,1517,Clear,FestivalEve,Night,91
12306,2024-08-29,1517,Fog,FestivalEve,Day,103
12306,2024-08-30,1517,Storm,FestivalEve,Day,121
12306,2024-08-31,1517,Fog,None,Morning,77
12306,2024-09-01,1517,Rain,None,Night,69
12306,2024-09-02,1517,Clear,None,Night,46
12306,2024-09-03,1517,Clear,None,Day,57
12306,2024-09-04,1517,Fog,FestivalEve,Night,112
12306,2024-09-05,1517,Clear,FestivalDay,Evening,69
12306,2024-09-06,1517,Rain,None,Day,51
12306,2024-09-07,1517,Fog,None,Night,62
12306,2024-09-08,1517,Rain,FestivalDay,Morning,101
12306,2024-09-09,1517,Fog,FestivalEve,Morning,112
12306,2024-09-10,1517,Fog,FestivalEve,Morning,106
12306,2024-09-11,1517,Fog,FestivalEve,Day,95
12306,2024-09-12,1517,Storm,FestivalEve,Morning,149
12306,2024-09-13,1517,Clear,FestivalDay,Day,71
12306,2024-09-14,1517,Clear,None,Evening,63
12306,2024-09-15,1517,Clear,FestivalEve,Day,74
12306,2024-09-16,1517,Fog,FestivalDay,Day,94
12306,2024-09-17,1517,Rain,FestivalEve,Morning,88
12306,2024-09-18,1517,Clear,FestivalEve,Day,64
12306,2024-09-19,1517,Clear,FestivalEve,Day,103
12306,2024-09-20,1517,Fog,FestivalEve,Day,110
12306,2024-09-21,1517,Fog,None,Day,73
12306,2024-09-22,1517,Fog,FestivalEve,Evening,112
12306,2024-09-23,1517,Storm,FestivalDay,Night,115
12306,2024-09-24,1517,Clear,FestivalDay,Evening,85
12306,2024-09-25,1517,Storm,None,Day,147
12306,2024-09-26,1517,Storm,FestivalDay,Day,140
12306,2024-09-27,1517,Rain,FestivalDay,Day,110
12306,2024-09-28,1517,Rain,FestivalDay,Evening,81
12306,2024-09-29,1517,Clear,FestivalEve,Evening,104
12306,2024-09-30,1517,Storm,None,Day,113
12306,2024-10-01,1517,Storm,None,Night,97
12306,2024-10-02,1517,Fog,FestivalDay,Day,115
12306,2024-10-03,1517,Clear,None,Evening,70
12306,2024-10-04,1517,Fog,FestivalEve,Morning,92
12306,2024-10-05,1517,Storm,FestivalEve,Morning,152
12306,2024-10-06,1517,Storm,None,Night,87
12306,2024-10-07,1517,Rain,None,Night,60
12306,2024-10-08,1517,Storm,FestivalDay,Evening,136
12306,2024-10-09,1517,Fog,FestivalEve,Night,116
12306,2024-10-10,1517,Fog,FestivalDay,Morning,78
12306,2024-10-11,1517,Rain,FestivalDay,Day,101
12306,2024-10-12,1517,Fog,None,Evening,81
12306,2024-10-13,1517,Fog,FestivalDay,Day,101
12306,2024-10-14,1517,Clear,FestivalDay,Morning,79
12306,2024-10-15,1517,Storm,FestivalDay,Day,147
12306,2024-10-16,1517,Clear,FestivalDay,Morning,60
12306,2024-10-17,1517,Clear,FestivalEve,Evening,81
12306,2024-10-18,1517,Rain,FestivalEve,Night,88
12306,2024-10-19,1517,Storm,FestivalEve,Evening,158
12306,2024-10-20,1517,Clear,FestivalEve,Day,82
12306,2024-10-21,1517,Fog,None,Night,69
12306,2024-10-22,1517,Fog,None,Night,61
12306,2024-10-23,1517,Clear,None,Morning,47
12306,2024-10-24,1517,Storm,FestivalEve,Day,128
12306,2024-10-25,1517,Rain,FestivalDay,Night,86
12306,2024-10-26,1517,Storm,FestivalDay,Morning,132
12306,2024-10-27,1517,Storm,None,Morning,107
12306,2024-10-28,1517,Fog,None,Night,92
12306,2024-10-29,1517,Clear,FestivalDay,Morning,77
12306,2024-10-30,1517,Storm,FestivalDay,Day,129
12306,2024-10-31,1517,Rain,FestivalDay,Morning,83
12306,2024-11-01,1517,Rain,FestivalDay,Night,89
12306,2024-11-02,1517,Rain,FestivalEve,Night,83
12306,2024-11-03,1517,Clear,FestivalDay,Night,68
12306,2024-11-04,1517,Fog,FestivalEve,Night,122
12306,2024-11-05,1517,Clear,FestivalDay,Day,85
12306,2024-11-06,1517,Clear,FestivalDay,Day,63
12306,2024-11-07,1517,Fog,FestivalEve,Evening,93
12306,2024-11-08,1517,Storm,FestivalDay,Night,119
12306,2024-11-09,1517,Fog,FestivalDay,Night,91
12306,2024-11-10,1517,Fog,FestivalEve,Evening,94
12306,2024-11-11,1517,Clear,FestivalDay,Evening,82
12306,2024-11-12,1517,Fog,FestivalDay,Morning,110
12306,2024-11-13,1517,Clear,None,Evening,73
12306,2024-11-14,1517,Fog,None,Evening,89
12306,2024-11-15,1517,Storm,None,Morning,106
12306,2024-11-16,1517,Fog,FestivalDay,Night,77
12306,2024-11-17,1517,Storm,FestivalDay,Night,101
12306,2024-11-18,1517,Fog,FestivalDay,Night,91
12306,2024-11-19,1517,Fog,FestivalEve,Night,117
12306,2024-11-20,1517,Clear,None,Evening,56
12306,2024-11-21,1517,Clear,None,Day,60
12306,2024-11-22,1517,Fog,FestivalDay,Evening,93
12306,2024-11-23,1517,Storm,FestivalEve,Evening,157
12306,2024-11-24,1517,Storm,FestivalDay,Morning,164
12306,2024-11-25,1517,Storm,None,Morning,99
12306,2024-11-26,1517,Clear,FestivalEve,Day,99
12306,2024-11-27,1517,Fog,None,Evening,89
12306,2024-11-28,1517,Fog,None,Morning,72
12306,2024-11-29,1517,Rain,None,Day,70
12306,2024-11-30,1517,Fog,None,Day,80
12306,2024-12-01,1517,Clear,None,Night,46
12306,2024-12-02,1517,Rain,FestivalEve,Evening,97
12306,2024-12-03,1517,Storm,FestivalEve,Evening,174
12306,2024-12-04,1517,Rain,None,Morning,74
12306,2024-12-05,1517,Fog,FestivalEve,Evening,117
12306,2024-12-06,1517,Storm,None,Night,106
12306,2024-12-07,1517,Fog,FestivalDay,Morning,91
12306,2024-12-08,1517,Storm,FestivalDay,Day,111
12306,2024-12-09,1517,Storm,FestivalDay,Evening,163
12306,2024-12-10,1517,Rain,FestivalEve,Morning,87
12306,2024-12-11,1517,Fog,FestivalEve,Evening,116
12306,2024-12-12,1517,Fog,FestivalEve,Evening,118
12306,2024-12-13,1517,Rain,FestivalDay,Night,69
12306,2024-12-14,1517,Clear,FestivalEve,Night,63
12306,2024-12-15,1517,Clear,FestivalDay,Evening,89
12306,2024-12-16,1517,Storm,FestivalEve,Morning,127
12306,2024-12-17,1517,Rain,None,Evening,71
12306,2024-12-18,1517,Clear,FestivalDay,Day,79
12306,2024-12-19,1517,Rain,FestivalEve,Night,110
12306,2024-12-20,1517,Rain,FestivalDay,Evening,86
12306,2024-12-21,1517,Fog,FestivalDay,Night,105
12306,2024-12-22,1517,Fog,FestivalEve,Night,120
12306,2024-12-23,1517,Storm,None,Day,129
12306,2024-12-24,1517,Storm,FestivalDay,Night,142
12306,2024-12-25,1517,Storm,None,Night,142
12306,2024-12-26,1517,Storm,FestivalEve,Night,191
12306,2024-12-27,1517,Fog,FestivalDay,Morning,85
12306,2024-12-28,1517,Clear,FestivalDay,Evening,80
12306,2024-12-29,1517,Rain,FestivalEve,Evening,88
12306,2024-12-30,1517,Rain,None,Morning,81
12306,2024-12-31,1517,Fog,FestivalDay,Evening,132
12801,2024-01-01,1860,Clear,FestivalEve,Morning,95
12801,2024-01-02,1860,Storm,None,Night,108
12801,2024-01-03,1860,Clear,FestivalDay,Night,55
12801,2024-01-04,1860,Rain,None,Day,69
12801,2024-01-05,1860,Fog,FestivalEve,Morning,108
12801,2024-01-06,1860,Rain,None,Evening,69
12801,2024-01-07,1860,Rain,FestivalEve,Night,106
12801,2024-01-08,1860,Rain,FestivalEve,Night,98
12801,2024-01-09,1860,Storm,None,Day,112
12801,2024-01-10,1860,Clear,FestivalEve,Day,72
12801,2024-01-11,1860,Rain,None,Evening,83
12801,2024-01-12,1860,Storm,FestivalDay,Evening,144
12801,2024-01-13,1860,Storm,None,Evening,154
12801,2024-01-14,1860,Clear,FestivalDay,Morning,82
12801,2024-01-15,1860,Storm,FestivalDay,Morning,141
12801,2024-01-16,1860,Fog,None,Morning,81
12801,2024-01-17,1860,Fog,None,Morning,68
12801,2024-01-18,1860,Fog,None,Night,69
12801,2024-01-19,1860,Fog,FestivalDay,Evening,89
12801,2024-01-20,1860,Rain,None,Morning,74
12801,2024-01-21,1860,Clear,FestivalDay,Night,63
12801,2024-01-22,1860,Clear,FestivalEve,Evening,74
12801,2024-01-23,1860,Rain,FestivalEve,Morning,70
12801,2024-01-24,1860,Rain,FestivalDay,Day,84
12801,2024-01-25,1860,Storm,FestivalDay,Night,154
12801,2024-01-26,1860,Storm,None,Day,115
12801,2024-01-27,1860,Clear,FestivalDay,Evening,73
12801,2024-01-28,1860,Storm,None,Day,99
12801,2024-01-29,1860,Clear,None,Night,43
12801,2024-01-30,1860,Storm,None,Day,105
12801,2024-01-31,1860,Rain,FestivalEve,Night,80
12801,2024-02-01,1860,Clear,None,Night,45
12801,2024-02-02,1860,Fog,FestivalDay,Evening,96
12801,2024-02-03,1860,Fog,None,Morning,61
12801,2024-02-04,1860,Rain,None,Morning,51
12801,2024-02-05,1860,Clear,FestivalEve,Night,75
12801,2024-02-06,1860,Fog,None,Day,78
12801,2024-02-07,1860,Fog,FestivalEve,Night,91
12801,2024-02-08,1860,Storm,None,Morning,137
12801,2024-02-09,1860,Fog,FestivalDay,Day,124
12801,2024-02-10,1860,Storm,FestivalDay,Day,137
12801,2024-02-11,1860,Clear,FestivalDay,Morning,68
12801,2024-02-12,1860,Storm,FestivalDay,Night,155
12801,2024-02-13,1860,Clear,FestivalEve,Evening,97
12801,2024-02-14,1860,Fog,FestivalDay,Day,102
12801,2024-02-15,1860,Rain,FestivalDay,Evening,107
12801,2024-02-16,1860,Storm,FestivalEve,Evening,165
12801,2024-02-17,1860,Fog,None,Day,59
12801,2024-02-18,1860,Fog,None,Morning,63
12801,2024-02-19,1860,Clear,FestivalDay,Evening,76
12801,2024-02-20,1860,Rain,FestivalDay,Day,94
12801,2024-02-21,1860,Rain,FestivalEve,Morning,107
12801,2024-02-22,1860,Storm,FestivalDay,Day,157
12801,2024-02-23,1860,Storm,FestivalEve,Day,156
12801,2024-02-24,1860,Fog,FestivalDay,Day,105
12801,2024-02-25,1860,Fog,None,Morning,72
12801,2024-02-26,1860,Clear,None,Morning,38
12801,2024-02-27,1860,Storm,FestivalDay,Morning,143
12801,2024-02-28,1860,Clear,None,Evening,63
12801,2024-02-29,1860,Fog,FestivalDay,Morning,100
12801,2024-03-01,1860,Rain,FestivalDay,Evening,91
12801,2024-03-02,1860,Clear,FestivalDay,Morning,71
12801,2024-03-03,1860,Storm,FestivalDay,Evening,164
12801,2024-03-04,1860,Fog,None,Morning,74
12801,2024-03-05,1860,Fog,FestivalDay,Evening,96
12801,2024-03-06,1860,Storm,FestivalDay,Night,116
12801,2024-03-07,1860,Rain,None,Day,74
12801,2024-03-08,1860,Fog,FestivalEve,Morning,134
12801,2024-03-09,1860,Rain,FestivalEve,Night,117
12801,2024-03-10,1860,Storm,FestivalEve,Day,168
12801,2024-03-11,1860,Fog,FestivalEve,Night,107
12801,2024-03-12,1860,Fog,FestivalDay,Evening,95
12801,2024-03-13,1860,Fog,None,Evening,75
12801,2024-03-14,1860,Fog,FestivalEve,Morning,107
12801,2024-03-15,1860,Fog,FestivalEve,Night,100
12801,2024-03-16,1860,Fog,FestivalDay,Day,90
12801,2024-03-17,1860,Clear,FestivalDay,Night,63
12801,2024-03-18,1860,Clear,FestivalDay,Morning,72
12801,2024-03-19,1860,Rain,FestivalDay,Evening,93
12801,2024-03-20,1860,Storm,FestivalDay,Night,149
12801,2024-03-21,1860,Rain,FestivalEve,Morning,85
12801,2024-03-22,1860,Clear,FestivalEve,Night,51
12801,2024-03-23,1860,Storm,None,Morning,89
12801,2024-03-24,1860,Fog,FestivalDay,Day,107
12801,2024-03-25,1860,Rain,FestivalEve,Morning,85
12801,2024-03-26,1860,Clear,FestivalEve,Day,62
12801,2024-03-27,1860,Rain,FestivalEve,Day,110
12801,2024-03-28,1860,Storm,FestivalDay,Night,111
12801,2024-03-29,1860,Fog,None,Day,85
12801,2024-03-30,1860,Storm,FestivalDay,Day,168
12801,2024-03-31,1860,Clear,None,Night,24
12801,2024-04-01,1860,Rain,None,Evening,84
12801,2024-04-02,1860,Storm,None,Night,136
12801,2024-04-03,1860,Fog,FestivalEve,Day,99
12801,2024-04-04,1860,Fog,None,Day,92
12801,2024-04-05,1860,Fog,FestivalEve,Morning,103
12801,2024-04-06,1860,Storm,FestivalDay,Day,157
12801,2024-04-07,1860,Clear,FestivalDay,Evening,87
12801,2024-04-08,1860,Rain,FestivalDay,Day,92
12801,2024-04-09,1860,Fog,None,Night,63
12801,2024-04-10,1860,Clear,FestivalDay,Night,66
12801,2024-04-11,1860,Storm,None,Night,129
12801,2024-04-12,1860,Rain,FestivalEve,Morning,87
12801,2024-04-13,1860,Clear,FestivalDay,Evening,77
12801,2024-04-14,1860,Clear,None,Evening,51
12801,2024-04-15,1860,Rain,FestivalDay,Morning,91
12801,2024-04-16,1860,Fog,None,Day,86
12801,2024-04-17,1860,Clear,None,Day,58
12801,2024-04-18,1860,Clear,FestivalDay,Morning,48
12801,2024-04-19,1860,Fog,FestivalEve,Evening,125
12801,2024-04-20,1860,Rain,FestivalDay,Morning,82
12801,2024-04-21,1860,Rain,None,Evening,67
12801,2024-04-22,1860,Storm,FestivalDay,Evening,182
12801,2024-04-23,1860,Fog,None,Evening,83
12801,2024-04-24,1860,Fog,FestivalEve,Morning,120
12801,2024-04-25,1860,Clear,FestivalEve,Evening,77
12801,2024-04-26,1860,Storm,None,Evening,134
12801,2024-04-27,1860,Clear,None,Day,48
12801,2024-04-28,1860,Storm,None,Day,79
12801,2024-04-29,1860,Storm,None,Morning,93
12801,2024-04-30,1860,Rain,FestivalEve,Day,94
12801,2024-05-01,1860,Clear,None,Evening,65
12801,2024-05-02,1860,Clear,FestivalEve,Day,65
12801,2024-05-03,1860,Fog,None,Day,67
12801,2024-05-04,1860,Fog,FestivalDay,Night,89
12801,2024-05-05,1860,Rain,None,Morning,65
12801,2024-05-06,1860,Rain,None,Morning,62
12801,2024-05-07,1860,Clear,FestivalDay,Evening,86
12801,2024-05-08,1860,Clear,FestivalDay,Morning,64
12801,2024-05-09,1860,Clear,FestivalDay,Night,72
12801,2024-05-10,1860,Clear,None,Evening,66
12801,2024-05-11,1860,Fog,FestivalEve,Evening,122
12801,2024-05-12,1860,Clear,FestivalDay,Night,91
12801,2024-05-13,1860,Storm,None,Evening,113
12801,2024-05-14,1860,Storm,None,Evening,118
12801,2024-05-15,1860,Clear,FestivalEve,Morning,85
12801,2024-05-16,1860,Clear,None,Morning,61
12801,2024-05-17,1860,Fog,None,Day,106
12801,2024-05-18,1860,Fog,FestivalDay,Morning,83
12801,2024-05-19,1860,Clear,FestivalDay,Morning,66
12801,2024-05-20,1860,Clear,FestivalEve,Morning,84
12801,2024-05-21,1860,Rain,FestivalEve,Evening,89
12801,2024-05-22,1860,Rain,None,Evening,67
12801,2024-05-23,1860,Fog,FestivalDay,Night,88
12801,2024-05-24,1860,Clear,None,Morning,58
12801,2024-05-25,1860,Rain,FestivalEve,Morning,80
12801,2024-05-26,1860,Fog,FestivalEve,Evening,118
12801,2024-05-27,1860,Storm,None,Evening,93
12801,2024-05-28,1860,Fog,FestivalDay,Evening,108
12801,2024-05-29,1860,Fog,FestivalEve,Day,134
12801,2024-05-30,1860,Fog,FestivalEve,Night,110
12801,2024-05-31,1860,Fog,FestivalDay,Day,86
12801,2024-06-01,1860,Storm,None,Day,120
12801,2024-06-02,1860,Storm,FestivalDay,Day,158
12801,2024-06-03,1860,Storm,FestivalEve,Evening,138
12801,2024-06-04,1860,Storm,FestivalDay,Day,122
12801,2024-06-05,1860,Rain,FestivalEve,Evening,86
12801,2024-06-06,1860,Fog,FestivalDay,Evening,103
12801,2024-06-07,1860,Clear,FestivalDay,Morning,50
12801,2024-06-08,1860,Clear,None,Day,45
12801,2024-06-09,1860,Storm,FestivalDay,Evening,166
12801,2024-06-10,1860,Clear,None,Morning,55
12801,2024-06-11,1860,Clear,None,Morning,42
12801,2024-06-12,1860,Rain,FestivalDay,Evening,83
12801,2024-06-13,1860,Fog,FestivalEve,Day,114
12801,2024-06-14,1860,Rain,None,Day,71
12801,2024-06-15,1860,Clear,None,Morning,46
12801,2024-06-16,1860,Rain,FestivalDay,Evening,96
12801,2024-06-17,1860,Fog,FestivalDay,Morning,86
12801,2024-06-18,1860,Clear,FestivalEve,Morning,77
12801,2024-06-19,1860,Storm,FestivalDay,Day,123
12801,2024-06-20,1860,Fog,FestivalDay,Evening,119
12801,2024-06-21,1860,Storm,FestivalEve,Morning,141
12801,2024-06-22,1860,Storm,FestivalDay,Night,111
12801,2024-06-23,1860,Fog,FestivalEve,Morning,106
12801,2024-06-24,1860,Storm,FestivalEve,Morning,116
12801,2024-06-25,1860,Rain,FestivalDay,Day,88
12801,2024-06-26,1860,Rain,FestivalEve,Day,88
12801,2024-06-27,1860,Storm,None,Day,101
12801,2024-06-28,1860,Storm,FestivalDay,Night,135
12801,2024-06-29,1860,Rain,FestivalEve,Day,100
12801,2024-06-30,1860,Rain,FestivalDay,Morning,90
12801,2024-07-01,1860,Rain,None,Morning,56
12801,2024-07-02,1860,Clear,FestivalEve,Evening,95
12801,2024-07-03,1860,Storm,None,Morning,126
